16 4913 50 0.00376047619047619 0.000276399641650929 4.34205380952381 0.252050839090375
32 35937 100 0.00729966666666667 0.000155359690181634 32.3087464285714 0.632937409280694
64 274625 150 0.0393296190476191 0.000230123548597374 68.5019073809524 0.392873366023134
128 2146689 200 0.327890238095238 0.000757226578030763 85.5039122380952 0.19707083029051
256 16974593 200 2.53382490476191 0.0008091081451056 87.4915248571428 0.0279367616238636
